Series ID,Jan 2019,Feb 2019,Mar 2019,Apr 2019,May 2019,Jun 2019,Jul 2019,Aug 2019,Sep 2019,Oct 2019,Nov 2019,Dec 2019
LAUCN371870000000003,7.0(T),6.3(T),6.1(T),5.4(T),5.4(T),5.7(T),5.7(T),5.6(T),4.8(T),5.0(T),5.1(T),5.0(T)
LAUCN371870000000004,312(T),285(T),269(T),239(T),247(T),261(T),265(T),251(T),216(T),224(T),228(T),221(T)
LAUCN371870000000005,4135(T),4229(T),4162(T),4216(T),4302(T),4321(T),4400(T),4262(T),4275(T),4249(T),4218(T),4215(T)
LAUCN371870000000006,4447(T),4514(T),4431(T),4455(T),4549(T),4582(T),4665(T),4513(T),4491(T),4473(T),4446(T),4436(T)
LAUCN371890000000003,3.9(T),3.7(T),3.8(T),3.0(T),3.6(T),3.8(T),3.8(T),3.7(T),2.9(T),3.0(T),2.8(T),2.6(T)
LAUCN371890000000004,1114(T),1081(T),1090(T),875(T),1056(T),1139(T),1169(T),1137(T),885(T),897(T),824(T),775(T)
LAUCN371890000000005,27501(T),28165(T),27896(T),28324(T),28517(T),28451(T),29222(T),29279(T),29452(T),29424(T),29133(T),29011(T)
LAUCN371890000000006,28615(T),29246(T),28986(T),29199(T),29573(T),29590(T),30391(T),30416(T),30337(T),30321(T),29957(T),29786(T)
LAUCN371910000000003,4.5(T),4.1(T),4.1(T),3.7(T),4.1(T),4.3(T),4.4(T),4.4(T),3.6(T),3.7(T),3.6(T),3.4(T)
LAUCN371910000000004,2381(T),2189(T),2166(T),1936(T),2160(T),2276(T),2311(T),2222(T),1862(T),1946(T),1901(T),1755(T)
LAUCN371910000000005,50103(T),50983(T),50649(T),50402(T),50532(T),50151(T),50117(T),48786(T),49670(T),50068(T),50235(T),50531(T)
LAUCN371910000000006,52484(T),53172(T),52815(T),52338(T),52692(T),52427(T),52428(T),51008(T),51532(T),52014(T),52136(T),52286(T)
LAUCN371930000000003,4.3(T),4.1(T),4.0(T),3.5(T),3.9(T),4.3(T),4.2(T),4.2(T),3.5(T),3.7(T),3.5(T),3.4(T)
LAUCN371930000000004,1269(T),1225(T),1188(T),1042(T),1168(T),1277(T),1265(T),1243(T),1038(T),1098(T),1026(T),1000(T)
LAUCN371930000000005,28265(T),28447(T),28284(T),28360(T),28556(T),28228(T),28686(T),28306(T),28503(T),28547(T),28551(T),28227(T)
LAUCN371930000000006,29534(T),29672(T),29472(T),29402(T),29724(T),29505(T),29951(T),29549(T),29541(T),29645(T),29577(T),29227(T)
LAUCN371950000000003,6.1(T),5.5(T),5.4(T),5.3(T),5.8(T),6.2(T),6.4(T),6.1(T),5.3(T),5.2(T),5.1(T),4.7(T)
LAUCN371950000000004,2110(T),1937(T),1894(T),1845(T),2067(T),2185(T),2280(T),2125(T),1849(T),1840(T),1827(T),1660(T)
LAUCN371950000000005,32698(T),33196(T),33117(T),33227(T),33339(T),33151(T),33255(T),32688(T),33299(T),33695(T),33663(T),33878(T)
LAUCN371950000000006,34808(T),35133(T),35011(T),35072(T),35406(T),35336(T),35535(T),34813(T),35148(T),35535(T),35490(T),35538(T)
LAUCN371970000000003,3.8(T),3.5(T),3.4(T),3.0(T),3.5(T),3.7(T),3.7(T),3.7(T),2.9(T),3.1(T),3.1(T),2.9(T)
LAUCN371970000000004,665(T),620(T),607(T),536(T),621(T),658(T),659(T),649(T),525(T),548(T),549(T),528(T)
LAUCN371970000000005,17047(T),17276(T),17282(T),17234(T),17262(T),17210(T),17332(T),16987(T),17277(T),17417(T),17376(T),17377(T)
LAUCN371970000000006,17712(T),17896(T),17889(T),17770(T),17883(T),17868(T),17991(T),17636(T),17802(T),17965(T),17925(T),17905(T)
LAUCN371990000000003,4.2(T),4.0(T),3.7(T),3.2(T),3.6(T),4.0(T),4.1(T),3.9(T),3.2(T),3.3(T),3.3(T),3.2(T)
LAUCN371990000000004,349(T),332(T),311(T),270(T),312(T),342(T),342(T),334(T),276(T),287(T),282(T),274(T)
LAUCN371990000000005,7944(T),8071(T),8064(T),8194(T),8261(T),8196(T),8102(T),8186(T),8351(T),8472(T),8276(T),8176(T)
LAUCN371990000000006,8293(T),8403(T),8375(T),8464(T),8573(T),8538(T),8444(T),8520(T),8627(T),8759(T),8558(T),8450(T)
LAUCN380010000000003,2.6(T),2.3(T),2.4(T),2.0(T),1.7(T),2.0(T),1.7(T),1.8(T),1.8(T),1.7(T),2.4(T),2.4(T)
LAUCN380010000000004,27(T),24(T),25(T),21(T),18(T),22(T),18(T),19(T),19(T),18(T),25(T),25(T)
LAUCN380010000000005,1008(T),1006(T),1002(T),1013(T),1016(T),1056(T),1045(T),1052(T),1058(T),1032(T),1004(T),1008(T)
LAUCN380010000000006,1035(T),1030(T),1027(T),1034(T),1034(T),1078(T),1063(T),1071(T),1077(T),1050(T),1029(T),1033(T)
LAUCN380030000000003,3.2(T),3.1(T),3.2(T),2.5(T),2.6(T),4.4(T),5.1(T),4.2(T),1.8(T),1.6(T),2.0(T),2.1(T)
LAUCN380030000000004,166(T),163(T),167(T),132(T),136(T),237(T),262(T),214(T),92(T),84(T),101(T),106(T)
LAUCN380030000000005,5056(T),5102(T),5069(T),5113(T),5085(T),5096(T),4856(T),4889(T),5126(T),5106(T),5000(T),5011(T)
LAUCN380030000000006,5222(T),5265(T),5236(T),5245(T),5221(T),5333(T),5118(T),5103(T),5218(T),5190(T),5101(T),5117(T)
LAUCN380050000000003,5.3(T),5.1(T),5.2(T),4.7(T),3.8(T),4.7(T),4.0(T),4.0(T),2.9(T),2.8(T),3.1(T),3.7(T)
LAUCN380050000000004,123(T),119(T),123(T),108(T),86(T),104(T),88(T),92(T),67(T),64(T),72(T),85(T)
LAUCN380050000000005,2211(T),2208(T),2222(T),2194(T),2187(T),2131(T),2131(T),2193(T),2267(T),2257(T),2220(T),2194(T)
LAUCN380050000000006,2334(T),2327(T),2345(T),2302(T),2273(T),2235(T),2219(T),2285(T),2334(T),2321(T),2292(T),2279(T)
LAUCN380070000000003,4.4(T),4.1(T),4.3(T),2.3(T),1.9(T),1.8(T),1.6(T),2.3(T),1.6(T),2.2(T),2.4(T),2.7(T)
LAUCN380070000000004,16(T),15(T),16(T),9(T),8(T),10(T),9(T),13(T),8(T),9(T),9(T),10(T)
LAUCN380070000000005,350(T),348(T),353(T),378(T),414(T),552(T),570(T),555(T),501(T),406(T),362(T),362(T)
LAUCN380070000000006,366(T),363(T),369(T),387(T),422(T),562(T),579(T),568(T),509(T),415(T),371(T),372(T)
LAUCN380090000000003,4.7(T),5.1(T),4.6(T),3.6(T),2.7(T),3.3(T),3.2(T),2.7(T),2.0(T),1.8(T),2.3(T),2.8(T)
LAUCN380090000000004,138(T),150(T),135(T),106(T),82(T),104(T),98(T),80(T),58(T),53(T),66(T),81(T)
LAUCN380090000000005,2790(T),2783(T),2820(T),2814(T),2940(T),3016(T),2935(T),2910(T),2910(T),2915(T),2818(T),2768(T)
LAUCN380090000000006,2928(T),2933(T),2955(T),2920(T),3022(T),3120(T),3033(T),2990(T),2968(T),2968(T),2884(T),2849(T)
LAUCN380110000000003,2.0(T),1.7(T),1.8(T),1.5(T),1.3(T),1.5(T),1.3(T),1.5(T),1.2(T),1.4(T),2.0(T),2.1(T)
LAUCN380110000000004,34(T),30(T),31(T),27(T),22(T),28(T),23(T),26(T),21(T),24(T),32(T),34(T)
LAUCN380110000000005,1653(T),1704(T),1733(T),1731(T),1723(T),1804(T),1692(T),1700(T),1710(T),1652(T),1573(T),1589(T)
LAUCN380110000000006,1687(T),1734(T),1764(T),1758(T),1745(T),1832(T),1715(T),1726(T),1731(T),1676(T),1605(T),1623(T)
LAUCN380130000000003,2.2(T),2.7(T),2.7(T),2.3(T),1.9(T),2.4(T),2.1(T),2.2(T),1.8(T),1.7(T),1.8(T),3.0(T)
LAUCN380130000000004,24(T),29(T),30(T),26(T),21(T),26(T),22(T),23(T),19(T),18(T),18(T),31(T)
LAUCN380130000000005,1053(T),1063(T),1072(T),1100(T),1081(T),1059(T),1020(T),1002(T),1042(T),1033(T),1004(T),998(T)
LAUCN380130000000006,1077(T),1092(T),1102(T),1126(T),1102(T),1085(T),1042(T),1025(T),1061(T),1051(T),1022(T),1029(T)
LAUCN380150000000003,3.4(T),3.3(T),3.2(T),2.4(T),2.0(T),2.5(T),2.1(T),2.2(T),1.7(T),1.5(T),1.9(T),2.2(T)
LAUCN380150000000004,1696(T),1623(T),1614(T),1171(T),988(T),1251(T),1058(T),1108(T),834(T),763(T),936(T),1084(T)
LAUCN380150000000005,47560(T),48059(T),48142(T),48499(T),48929(T),49527(T),50464(T),49664(T),48759(T),48685(T),48389(T),47941(T)
LAUCN380150000000006,49256(T),49682(T),49756(T),49670(T),49917(T),50778(T),51522(T),50772(T),49593(T),49448(T),49325(T),49025(T)
LAUCN380170000000003,2.9(T),2.6(T),2.6(T),2.1(T),1.7(T),2.1(T),1.9(T),1.8(T),1.6(T),1.3(T),1.6(T),1.8(T)
LAUCN380170000000004,2910(T),2675(T),2715(T),2132(T),1809(T),2222(T),1961(T),1905(T),1632(T),1371(T),1642(T),1832(T)
LAUCN380170000000005,98923(T),100888(T),100619(T),101214(T),102399(T),102275(T),103677(T),103236(T),102751(T),102849(T),102236(T),101317(T)
LAUCN380170000000006,101833(T),103563(T),103334(T),103346(T),104208(T),104497(T),105638(T),105141(T),104383(T),104220(T),103878(T),103149(T)
LAUCN380190000000003,3.8(T),3.8(T),3.6(T),3.1(T),2.2(T),2.9(T),2.4(T),2.5(T),1.8(T),1.8(T),2.0(T),2.6(T)
LAUCN380190000000004,71(T),70(T),67(T),59(T),44(T),56(T),45(T),47(T),34(T),35(T),36(T),47(T)
LAUCN380190000000005,1785(T),1781(T),1816(T),1851(T),1914(T),1907(T),1852(T),1848(T),1905(T),1892(T),1770(T),1783(T)
LAUCN380190000000006,1856(T),1851(T),1883(T),1910(T),1958(T),1963(T),1897(T),1895(T),1939(T),1927(T),1806(T),1830(T)
LAUCN380210000000003,2.4(T),2.1(T),2.3(T),1.7(T),1.7(T),2.1(T),1.9(T),2.0(T),1.6(T),1.1(T),1.5(T),1.8(T)
LAUCN380210000000004,55(T),49(T),53(T),40(T),39(T),50(T),45(T),47(T),36(T),25(T),34(T),40(T)
LAUCN380210000000005,2244(T),2249(T),2254(T),2259(T),2292(T),2357(T),2303(T),2290(T),2269(T),2280(T),2211(T),2214(T)
LAUCN380210000000006,2299(T),2298(T),2307(T),2299(T),2331(T),2407(T),2348(T),2337(T),2305(T),2305(T),2245(T),2254(T)
LAUCN380230000000003,1.6(T),1.3(T),1.3(T),1.2(T),1.4(T),1.4(T),1.2(T),1.4(T),1.3(T),1.1(T),1.4(T),1.7(T)
LAUCN380230000000004,24(T),19(T),19(T),17(T),20(T),21(T),18(T),22(T),19(T),16(T),20(T),24(T)
LAUCN380230000000005,1448(T),1434(T),1422(T),1453(T),1459(T),1475(T),1476(T),1499(T),1417(T),1437(T),1364(T),1373(T)
LAUCN380230000000006,1472(T),1453(T),1441(T),1470(T),1479(T),1496(T),1494(T),1521(T),1436(T),1453(T),1384(T),1397(T)
LAUCN380250000000003,2.2(T),1.9(T),2.0(T),1.7(T),1.5(T),1.7(T),1.6(T),1.4(T),1.3(T),1.2(T),1.2(T),1.4(T)
LAUCN380250000000004,68(T),60(T),62(T),54(T),47(T),59(T),51(T),46(T),41(T),39(T),41(T),45(T)
LAUCN380250000000005,3026(T),3061(T),3105(T),3129(T),3183(T),3323(T),3164(T),3168(T),3236(T),3274(T),3254(T),3217(T)
LAUCN380250000000006,3094(T),3121(T),3167(T),3183(T),3230(T),3382(T),3215(T),3214(T),3277(T),3313(T),3295(T),3262(T)
LAUCN380270000000003,6.5(T),6.9(T),6.0(T),5.2(T),4.3(T),4.2(T),3.6(T),4.0(T),2.5(T),2.6(T),2.8(T),3.2(T)
LAUCN380270000000004,79(T),84(T),75(T),65(T),54(T),56(T),43(T),46(T),31(T),31(T),33(T),38(T)
LAUCN380270000000005,1135(T),1139(T),1177(T),1182(T),1211(T),1274(T),1136(T),1118(T),1209(T),1162(T),1137(T),1158(T)
LAUCN380270000000006,1214(T),1223(T),1252(T),1247(T),1265(T),1330(T),1179(T),1164(T),1240(T),1193(T),1170(T),1196(T)
LAUCN380290000000003,6.0(T),6.6(T),6.1(T),4.6(T),3.6(T),3.6(T),3.2(T),3.2(T),2.3(T),2.1(T),3.0(T),4.5(T)
LAUCN380290000000004,86(T),94(T),88(T),67(T),53(T),53(T),45(T),45(T),33(T),30(T),41(T),64(T)
LAUCN380290000000005,1358(T),1333(T),1359(T),1403(T),1410(T),1428(T),1375(T),1375(T),1409(T),1414(T),1345(T),1354(T)
LAUCN380290000000006,1444(T),1427(T),1447(T),1470(T),1463(T),1481(T),1420(T),1420(T),1442(T),1444(T),1386(T),1418(T)
LAUCN380310000000003,4.2(T),3.7(T),3.5(T),2.8(T),2.3(T),2.9(T),2.1(T),2.3(T),1.9(T),1.8(T),1.9(T),2.7(T)
LAUCN380310000000004,65(T),56(T),54(T),43(T),36(T),46(T),33(T),34(T),28(T),26(T),28(T),41(T)
LAUCN380310000000005,1481(T),1477(T),1476(T),1488(T),1510(T),1521(T),1504(T),1466(T),1480(T),1454(T),1421(T),1450(T)
LAUCN380310000000006,1546(T),1533(T),1530(T),1531(T),1546(T),1567(T),1537(T),1500(T),1508(T),1480(T),1449(T),1491(T)
LAUCN380330000000003,2.3(T),2.3(T),2.5(T),1.9(T),1.5(T),1.8(T),1.6(T),1.7(T),1.4(T),1.2(T),1.5(T),1.2(T)
LAUCN380330000000004,20(T),20(T),21(T),16(T),13(T),16(T),13(T),14(T),12(T),10(T),12(T),10(T)
LAUCN380330000000005,834(T),832(T),832(T),835(T),844(T),868(T),814(T),801(T),823(T),837(T),792(T),799(T)
LAUCN380330000000006,854(T),852(T),853(T),851(T),857(T),884(T),827(T),815(T),835(T),847(T),804(T),809(T)
LAUCN380350000000003,2.6(T),2.4(T),2.4(T),2.1(T),1.8(T),2.5(T),2.1(T),2.0(T),1.5(T),1.3(T),1.6(T),1.8(T)
LAUCN380350000000004,983(T),919(T),924(T),768(T),692(T),932(T),788(T),759(T),569(T),503(T),594(T),664(T)
LAUCN380350000000005,36473(T),36650(T),36845(T),36574(T),36796(T),36889(T),36639(T),36555(T),37061(T),37337(T),37097(T),36361(T)
LAUCN380350000000006,37456(T),37569(T),37769(T),37342(T),37488(T),37821(T),37427(T),37314(T),37630(T),37840(T),37691(T),37025(T)
LAUCN380370000000003,3.6(T),2.8(T),3.3(T),2.4(T),2.2(T),2.1(T),1.7(T),1.7(T),1.3(T),1.2(T),1.7(T),2.4(T)
LAUCN380370000000004,42(T),33(T),39(T),29(T),26(T),25(T),20(T),20(T),15(T),15(T),20(T),28(T)
LAUCN380370000000005,1137(T),1137(T),1141(T),1177(T),1152(T),1177(T),1158(T),1161(T),1172(T),1204(T),1128(T),1136(T)
LAUCN380370000000006,1179(T),1170(T),1180(T),1206(T),1178(T),1202(T),1178(T),1181(T),1187(T),1219(T),1148(T),1164(T)
LAUCN380390000000003,3.1(T),2.9(T),2.9(T),2.4(T),2.0(T),3.0(T),2.1(T),2.2(T),1.7(T),1.6(T),2.6(T),2.4(T)
LAUCN380390000000004,32(T),29(T),30(T),25(T),21(T),31(T),22(T),23(T),18(T),16(T),26(T),24(T)
LAUCN380390000000005,988(T),986(T),1002(T),1013(T),1022(T),1019(T),1010(T),1017(T),1020(T),1011(T),967(T),982(T)
LAUCN380390000000006,1020(T),1015(T),1032(T),1038(T),1043(T),1050(T),1032(T),1040(T),1038(T),1027(T),993(T),1006(T)
LAUCN380410000000003,2.7(T),2.3(T),1.8(T),1.6(T),1.4(T),1.8(T),1.8(T),2.2(T),1.5(T),1.8(T),1.6(T),2.2(T)
LAUCN380410000000004,37(T),31(T),25(T),22(T),20(T),26(T),24(T),30(T),21(T),25(T),22(T),30(T)
LAUCN380410000000005,1346(T),1330(T),1338(T),1364(T),1382(T),1401(T),1327(T),1330(T),1366(T),1395(T),1351(T),1357(T)
LAUCN380410000000006,1383(T),1361(T),1363(T),1386(T),1402(T),1427(T),1351(T),1360(T),1387(T),1420(T),1373(T),1387(T)
LAUCN380430000000003,6.7(T),6.4(T),5.8(T),4.2(T),3.6(T),4.0(T),3.0(T),3.1(T),2.1(T),1.8(T),2.4(T),3.8(T)
LAUCN380430000000004,88(T),83(T),75(T),54(T),46(T),53(T),38(T),39(T),26(T),23(T),29(T),47(T)
LAUCN380430000000005,1221(T),1205(T),1211(T),1225(T),1219(T),1287(T),1227(T),1225(T),1230(T),1238(T),1165(T),1186(T)
LAUCN380430000000006,1309(T),1288(T),1286(T),1279(T),1265(T),1340(T),1265(T),1264(T),1256(T),1261(T),1194(T),1233(T)
LAUCN380450000000003,2.8(T),2.8(T),2.6(T),2.0(T),1.8(T),2.3(T),2.4(T),2.2(T),1.4(T),1.3(T),1.4(T),1.7(T)
LAUCN380450000000004,57(T),58(T),53(T),41(T),38(T),49(T),48(T),43(T),29(T),28(T),29(T),33(T)
LAUCN380450000000005,2006(T),2007(T),2024(T),2060(T),2084(T),2068(T),1955(T),1952(T),2066(T),2063(T),1992(T),1964(T)
LAUCN380450000000006,2063(T),2065(T),2077(T),2101(T),2122(T),2117(T),2003(T),1995(T),2095(T),2091(T),2021(T),1997(T)
LAUCN380470000000003,2.6(T),3.4(T),3.4(T),2.1(T),2.1(T),2.4(T),2.0(T),1.9(T),1.4(T),1.2(T),2.0(T),2.4(T)
LAUCN380470000000004,23(T),30(T),30(T),18(T),18(T),21(T),17(T),16(T),12(T),10(T),17(T),21(T)
LAUCN380470000000005,848(T),843(T),850(T),860(T),842(T),842(T),814(T),827(T),864(T),854(T),835(T),837(T)
LAUCN380470000000006,871(T),873(T),880(T),878(T),860(T),863(T),831(T),843(T),876(T),864(T),852(T),858(T)
LAUCN380490000000003,5.4(T),5.7(T),5.3(T),3.9(T),2.6(T),3.2(T),2.8(T),2.7(T),2.0(T),1.9(T),2.4(T),3.1(T)
LAUCN380490000000004,167(T),176(T),166(T),120(T),82(T),100(T),83(T),80(T),62(T),60(T),71(T),95(T)
LAUCN380490000000005,2902(T),2909(T),2955(T),2993(T),3023(T),3019(T),2933(T),2925(T),3015(T),3028(T),2935(T),2950(T)
LAUCN380490000000006,3069(T),3085(T),3121(T),3113(T),3105(T),3119(T),3016(T),3005(T),3077(T),3088(T),3006(T),3045(T)
LAUCN380510000000003,4.4(T),4.0(T),3.9(T),3.0(T),2.8(T),3.3(T),2.6(T),2.4(T),2.1(T),1.8(T),2.3(T),2.9(T)
LAUCN380510000000004,49(T),44(T),43(T),33(T),31(T),38(T),29(T),27(T),23(T),20(T),24(T),31(T)
LAUCN380510000000005,1061(T),1058(T),1067(T),1070(T),1096(T),1126(T),1083(T),1076(T),1088(T),1077(T),1037(T),1046(T)
LAUCN380510000000006,1110(T),1102(T),1110(T),1103(T),1127(T),1164(T),1112(T),1103(T),1111(T),1097(T),1061(T),1077(T)
LAUCN380530000000003,1.6(T),1.7(T),1.8(T),1.3(T),1.3(T),1.7(T),1.5(T),1.6(T),1.5(T),1.4(T),1.6(T),1.9(T)
LAUCN380530000000004,159(T),172(T),181(T),139(T),138(T),190(T),167(T),182(T),156(T),152(T),167(T),187(T)
LAUCN380530000000005,9692(T),9866(T),9938(T),10344(T),10521(T),10684(T),10925(T),10859(T),10518(T),10352(T),10060(T),9869(T)
LAUCN380530000000006,9851(T),10038(T),10119(T),10483(T),10659(T),10874(T),11092(T),11041(T),10674(T),10504(T),10227(T),10056(T)
LAUCN380550000000003,4.3(T),4.6(T),4.3(T),2.9(T),2.5(T),3.2(T),2.9(T),2.9(T),2.0(T),1.8(T),2.6(T),3.2(T)
LAUCN380550000000004,200(T),213(T),199(T),142(T),120(T),157(T),137(T),141(T),95(T),83(T),118(T),147(T)
LAUCN380550000000005,4427(T),4409(T),4422(T),4723(T),4702(T),4806(T),4639(T),4642(T),4593(T),4591(T),4457(T),4483(T)
LAUCN380550000000006,4627(T),4622(T),4621(T),4865(T),4822(T),4963(T),4776(T),4783(T),4688(T),4674(T),4575(T),4630(T)
LAUCN380570000000003,6.0(T),6.0(T),5.2(T),3.5(T),3.0(T),4.0(T),4.0(T),4.0(T),2.5(T),2.3(T),3.7(T),4.5(T)
LAUCN380570000000004,216(T),216(T),188(T),128(T),119(T),153(T),149(T),148(T),88(T),80(T),129(T),157(T)
LAUCN380570000000005,3383(T),3374(T),3434(T),3513(T),3839(T),3673(T),3583(T),3513(T),3466(T),3444(T),3352(T),3318(T)
LAUCN380570000000006,3599(T),3590(T),3622(T),3641(T),3958(T),3826(T),3732(T),3661(T),3554(T),3524(T),3481(T),3475(T)
LAUCN380590000000003,4.4(T),4.3(T),4.0(T),2.8(T),2.2(T),2.9(T),2.4(T),2.6(T),1.9(T),1.8(T),2.4(T),2.8(T)
LAUCN380590000000004,722(T),711(T),669(T),468(T),370(T),491(T),412(T),427(T),318(T),298(T),383(T),453(T)
LAUCN380590000000005,15698(T),15821(T),15850(T),15980(T),16087(T),16297(T),16562(T),16301(T),16037(T),16023(T),15841(T),15736(T)
LAUCN380590000000006,16420(T),16532(T),16519(T),16448(T),16457(T),16788(T),16974(T),16728(T),16355(T),16321(T),16224(T),16189(T)
LAUCN380610000000003,1.7(T),1.6(T),1.6(T),1.3(T),1.1(T),1.5(T),1.3(T),1.3(T),1.1(T),1.1(T),1.3(T),1.4(T)
LAUCN380610000000004,120(T),117(T),117(T),91(T),80(T),116(T),101(T),102(T),83(T),83(T),100(T),102(T)
LAUCN380610000000005,7102(T),7074(T),7063(T),7128(T),7294(T),7460(T),7545(T),7621(T),7444(T),7425(T),7387(T),7321(T)
LAUCN380610000000006,7222(T),7191(T),7180(T),7219(T),7374(T),7576(T),7646(T),7723(T),7527(T),7508(T),7487(T),7423(T)
LAUCN380630000000003,4.0(T),4.4(T),4.5(T),3.0(T),2.5(T),3.4(T),2.8(T),2.8(T),2.1(T),1.9(T),2.2(T),3.0(T)
LAUCN380630000000004,55(T),60(T),62(T),42(T),36(T),50(T),40(T),39(T),29(T),26(T),30(T),40(T)
LAUCN380630000000005,1318(T),1315(T),1324(T),1343(T),1380(T),1401(T),1367(T),1375(T),1380(T),1359(T),1307(T),1300(T)
LAUCN380630000000006,1373(T),1375(T),1386(T),1385(T),1416(T),1451(T),1407(T),1414(T),1409(T),1385(T),1337(T),1340(T)
LAUCN380650000000003,5.2(T),5.8(T),4.5(T),3.3(T),3.0(T),3.9(T),3.6(T),3.6(T),2.2(T),1.6(T),2.9(T),4.3(T)
LAUCN380650000000004,45(T),51(T),39(T),29(T),26(T),35(T),32(T),32(T),19(T),14(T),25(T),37(T)
LAUCN380650000000005,828(T),829(T),832(T),842(T),842(T),858(T),867(T),854(T),847(T),851(T),825(T),822(T)
LAUCN380650000000006,873(T),880(T),871(T),871(T),868(T),893(T),899(T),886(T),866(T),865(T),850(T),859(T)
LAUCN380670000000003,4.4(T),4.1(T),4.2(T),3.2(T),3.1(T),4.4(T),3.8(T),3.3(T),2.4(T),1.9(T),2.2(T),3.2(T)
LAUCN380670000000004,144(T),137(T),141(T),104(T),103(T),153(T),128(T),112(T),80(T),63(T),72(T),103(T)
LAUCN380670000000005,3162(T),3182(T),3180(T),3193(T),3253(T),3286(T),3230(T),3306(T),3300(T),3270(T),3160(T),3155(T)
LAUCN380670000000006,3306(T),3319(T),3321(T),3297(T),3356(T),3439(T),3358(T),3418(T),3380(T),3333(T),3232(T),3258(T)
LAUCN380690000000003,4.5(T),4.3(T),4.4(T),3.3(T),2.6(T),3.5(T),2.8(T),2.8(T),2.3(T),1.9(T),2.2(T),2.8(T)
LAUCN380690000000004,78(T),73(T),75(T),58(T),46(T),62(T),50(T),49(T),38(T),33(T),36(T),45(T)
LAUCN380690000000005,1638(T),1636(T),1645(T),1697(T),1730(T),1733(T),1722(T),1676(T),1634(T),1667(T),1614(T),1591(T)
LAUCN380690000000006,1716(T),1709(T),1720(T),1755(T),1776(T),1795(T),1772(T),1725(T),1672(T),1700(T),1650(T),1636(T)
LAUCN380710000000003,3.9(T),3.9(T),3.8(T),3.3(T),2.6(T),3.0(T),2.4(T),2.4(T),1.9(T),1.8(T),2.3(T),2.9(T)
LAUCN380710000000004,221(T),218(T),215(T),185(T),147(T),175(T),142(T),139(T),110(T),103(T),125(T),160(T)
LAUCN380710000000005,5392(T),5399(T),5412(T),5447(T),5509(T),5597(T),5699(T),5609(T),5557(T),5514(T),5428(T),5391(T)
LAUCN380710000000006,5613(T),5617(T),5627(T),5632(T),5656(T),5772(T),5841(T),5748(T),5667(T),5617(T),5553(T),5551(T)
LAUCN380730000000003,2.4(T),2.1(T),2.2(T),1.8(T),1.5(T),1.9(T),1.7(T),1.6(T),1.2(T),1.0(T),1.4(T),1.5(T)
LAUCN380730000000004,68(T),58(T),61(T),51(T),42(T),54(T),50(T),46(T),35(T),29(T),39(T),42(T)
LAUCN380730000000005,2751(T),2743(T),2743(T),2779(T),2776(T),2850(T),2841(T),2799(T),2804(T),2770(T),2713(T),2725(T)
LAUCN380730000000006,2819(T),2801(T),2804(T),2830(T),2818(T),2904(T),2891(T),2845(T),2839(T),2799(T),2752(T),2767(T)
LAUCN380750000000003,3.1(T),2.9(T),2.8(T),2.7(T),2.4(T),2.6(T),2.2(T),2.2(T),1.7(T),1.5(T),2.2(T),2.7(T)
LAUCN380750000000004,38(T),36(T),34(T),33(T),29(T),31(T),26(T),27(T),21(T),19(T),26(T),33(T)
LAUCN380750000000005,1176(T),1200(T),1176(T),1175(T),1188(T),1165(T),1165(T),1193(T),1209(T),1210(T),1160(T),1172(T)
LAUCN380750000000006,1214(T),1236(T),1210(T),1208(T),1217(T),1196(T),1191(T),1220(T),1230(T),1229(T),1186(T),1205(T)
LAUCN380770000000003,3.4(T),3.1(T),3.0(T),2.3(T),2.0(T),2.6(T),2.3(T),2.2(T),1.6(T),1.5(T),1.8(T),1.8(T)
LAUCN380770000000004,290(T),273(T),264(T),195(T),175(T),232(T),203(T),188(T),140(T),126(T),150(T),149(T)
LAUCN380770000000005,8296(T),8420(T),8416(T),8431(T),8472(T),8623(T),8559(T),8537(T),8494(T),8558(T),8314(T),8339(T)
LAUCN380770000000006,8586(T),8693(T),8680(T),8626(T),8647(T),8855(T),8762(T),8725(T),8634(T),8684(T),8464(T),8488(T)
LAUCN380790000000003,9.3(T),8.7(T),8.2(T),7.2(T),5.9(T),12.1(T),12.8(T),9.4(T),4.8(T),4.6(T),6.1(T),7.2(T)
LAUCN380790000000004,430(T),403(T),381(T),333(T),267(T),594(T),602(T),447(T),219(T),206(T),273(T),326(T)
LAUCN380790000000005,4194(T),4237(T),4253(T),4272(T),4282(T),4320(T),4104(T),4297(T),4330(T),4282(T),4219(T),4200(T)
LAUCN380790000000006,4624(T),4640(T),4634(T),4605(T),4549(T),4914(T),4706(T),4744(T),4549(T),4488(T),4492(T),4526(T)
LAUCN380810000000003,2.6(T),2.4(T),2.3(T),1.8(T),1.5(T),1.9(T),1.7(T),1.6(T),1.4(T),1.1(T),1.4(T),1.3(T)
LAUCN380810000000004,68(T),63(T),61(T),48(T),39(T),54(T),47(T),43(T),38(T),29(T),38(T),34(T)
LAUCN380810000000005,2573(T),2583(T),2587(T),2607(T),2581(T),2730(T),2726(T),2713(T),2647(T),2673(T),2613(T),2633(T)
LAUCN380810000000006,2641(T),2646(T),2648(T),2655(T),2620(T),2784(T),2773(T),2756(T),2685(T),2702(T),2651(T),2667(T)
LAUCN380830000000003,6.3(T),6.4(T),5.9(T),4.5(T),2.6(T),3.1(T),2.9(T),3.0(T),2.7(T),2.6(T),4.5(T),7.1(T)
