area_type_code	area_code	area_text	display_level	selectable	sort_sequence
F	CN4507500000000	Orangeburg County, SC	0	T	6403
F	CN4507700000000	Pickens County, SC	0	T	6404
F	CN4507900000000	Richland County, SC	0	T	6405
F	CN4508100000000	Saluda County, SC	0	T	6406
F	CN4508300000000	Spartanburg County, SC	0	T	6407
F	CN4508500000000	Sumter County, SC	0	T	6408
F	CN4508700000000	Union County, SC	0	T	6409
F	CN4508900000000	Williamsburg County, SC	0	T	6410
F	CN4509100000000	York County, SC	0	T	6411
F	CN4600300000000	Aurora County, SD	0	T	6459
F	CN4600500000000	Beadle County, SD	0	T	6460
F	CN4600700000000	Bennett County, SD	0	T	6461
F	CN4600900000000	Bon Homme County, SD	0	T	6462
F	CN4601100000000	Brookings County, SD	0	T	6463
F	CN4601300000000	Brown County, SD	0	T	6464
F	CN4601500000000	Brule County, SD	0	T	6465
F	CN4601700000000	Buffalo County, SD	0	T	6466
F	CN4601900000000	Butte County, SD	0	T	6467
F	CN4602100000000	Campbell County, SD	0	T	6468
F	CN4602300000000	Charles Mix County, SD	0	T	6469
F	CN4602500000000	Clark County, SD	0	T	6470
F	CN4602700000000	Clay County, SD	0	T	6471
F	CN4602900000000	Codington County, SD	0	T	6472
F	CN4603100000000	Corson County, SD	0	T	6473
F	CN4603300000000	Custer County, SD	0	T	6474
F	CN4603500000000	Davison County, SD	0	T	6475
F	CN4603700000000	Day County, SD	0	T	6476
F	CN4603900000000	Deuel County, SD	0	T	6477
F	CN4604100000000	Dewey County, SD	0	T	6478
F	CN4604300000000	Douglas County, SD	0	T	6479
F	CN4604500000000	Edmunds County, SD	0	T	6480
F	CN4604700000000	Fall River County, SD	0	T	6481
F	CN4604900000000	Faulk County, SD	0	T	6482
F	CN4605100000000	Grant County, SD	0	T	6483
F	CN4605300000000	Gregory County, SD	0	T	6484
F	CN4605500000000	Haakon County, SD	0	T	6485
F	CN4605700000000	Hamlin County, SD	0	T	6486
F	CN4605900000000	Hand County, SD	0	T	6487
F	CN4606100000000	Hanson County, SD	0	T	6488
F	CN4606300000000	Harding County, SD	0	T	6489
F	CN4606500000000	Hughes County, SD	0	T	6490
F	CN4606700000000	Hutchinson County, SD	0	T	6491
F	CN4606900000000	Hyde County, SD	0	T	6492
F	CN4607100000000	Jackson County, SD	0	T	6493
F	CN4607300000000	Jerauld County, SD	0	T	6494
F	CN4607500000000	Jones County, SD	0	T	6495
F	CN4607700000000	Kingsbury County, SD	0	T	6496
F	CN4607900000000	Lake County, SD	0	T	6497
F	CN4608100000000	Lawrence County, SD	0	T	6498
F	CN4608300000000	Lincoln County, SD	0	T	6499
F	CN4608500000000	Lyman County, SD	0	T	6500
F	CN4608700000000	McCook County, SD	0	T	6501
F	CN4608900000000	McPherson County, SD	0	T	6502
F	CN4609100000000	Marshall County, SD	0	T	6503
F	CN4609300000000	Meade County, SD	0	T	6504
F	CN4609500000000	Mellette County, SD	0	T	6505
F	CN4609700000000	Miner County, SD	0	T	6506
F	CN4609900000000	Minnehaha County, SD	0	T	6507
F	CN4610100000000	Moody County, SD	0	T	6508
F	CN4610200000000	Oglala Lakota County, SD	0	T	6509
F	CN4610300000000	Pennington County, SD	0	T	6510
F	CN4610500000000	Perkins County, SD	0	T	6511
F	CN4610700000000	Potter County, SD	0	T	6512
F	CN4610900000000	Roberts County, SD	0	T	6513
F	CN4611100000000	Sanborn County, SD	0	T	6514
F	CN4611500000000	Spink County, SD	0	T	6515
F	CN4611700000000	Stanley County, SD	0	T	6516
F	CN4611900000000	Sully County, SD	0	T	6517
F	CN4612100000000	Todd County, SD	0	T	6518
F	CN4612300000000	Tripp County, SD	0	T	6519
F	CN4612500000000	Turner County, SD	0	T	6520
F	CN4612700000000	Union County, SD	0	T	6521
F	CN4612900000000	Walworth County, SD	0	T	6522
F	CN4613500000000	Yankton County, SD	0	T	6523
F	CN4613700000000	Ziebach County, SD	0	T	6524
F	CN4700100000000	Anderson County, TN	0	T	6567
F	CN4700300000000	Bedford County, TN	0	T	6568
F	CN4700500000000	Benton County, TN	0	T	6569
F	CN4700700000000	Bledsoe County, TN	0	T	6570
F	CN4700900000000	Blount County, TN	0	T	6571
F	CN4701100000000	Bradley County, TN	0	T	6572
F	CN4701300000000	Campbell County, TN	0	T	6573
F	CN4701500000000	Cannon County, TN	0	T	6574
F	CN4701700000000	Carroll County, TN	0	T	6575
F	CN4701900000000	Carter County, TN	0	T	6576
F	CN4702100000000	Cheatham County, TN	0	T	6577
F	CN4702300000000	Chester County, TN	0	T	6578
F	CN4702500000000	Claiborne County, TN	0	T	6579
F	CN4702700000000	Clay County, TN	0	T	6580
F	CN4702900000000	Cocke County, TN	0	T	6581
F	CN4703100000000	Coffee County, TN	0	T	6582
F	CN4703300000000	Crockett County, TN	0	T	6583
F	CN4703500000000	Cumberland County, TN	0	T	6584
F	CN4703700000000	Davidson County, TN	0	T	6585
F	CN4703900000000	Decatur County, TN	0	T	6586
F	CN4704100000000	DeKalb County, TN	0	T	6587
F	CN4704300000000	Dickson County, TN	0	T	6588
F	CN4704500000000	Dyer County, TN	0	T	6589
F	CN4704700000000	Fayette County, TN	0	T	6590
F	CN4704900000000	Fentress County, TN	0	T	6591
F	CN4705100000000	Franklin County, TN	0	T	6592
F	CN4705300000000	Gibson County, TN	0	T	6593
F	CN4705500000000	Giles County, TN	0	T	6594
F	CN4705700000000	Grainger County, TN	0	T	6595
F	CN4705900000000	Greene County, TN	0	T	6596
F	CN4706100000000	Grundy County, TN	0	T	6597
F	CN4706300000000	Hamblen County, TN	0	T	6598
F	CN4706500000000	Hamilton County, TN	0	T	6599
F	CN4706700000000	Hancock County, TN	0	T	6600
F	CN4706900000000	Hardeman County, TN	0	T	6601
F	CN4707100000000	Hardin County, TN	0	T	6602
F	CN4707300000000	Hawkins County, TN	0	T	6603
F	CN4707500000000	Haywood County, TN	0	T	6604
F	CN4707700000000	Henderson County, TN	0	T	6605
F	CN4707900000000	Henry County, TN	0	T	6606
F	CN4708100000000	Hickman County, TN	0	T	6607
F	CN4708300000000	Houston County, TN	0	T	6608
F	CN4708500000000	Humphreys County, TN	0	T	6609
F	CN4708700000000	Jackson County, TN	0	T	6610
F	CN4708900000000	Jefferson County, TN	0	T	6611
F	CN4709100000000	Johnson County, TN	0	T	6612
F	CN4709300000000	Knox County, TN	0	T	6613
F	CN4709500000000	Lake County, TN	0	T	6614
F	CN4709700000000	Lauderdale County, TN	0	T	6615
F	CN4709900000000	Lawrence County, TN	0	T	6616
F	CN4710100000000	Lewis County, TN	0	T	6617
F	CN4710300000000	Lincoln County, TN	0	T	6618
F	CN4710500000000	Loudon County, TN	0	T	6619
F	CN4710700000000	McMinn County, TN	0	T	6620
F	CN4710900000000	McNairy County, TN	0	T	6621
F	CN4711100000000	Macon County, TN	0	T	6622
F	CN4711300000000	Madison County, TN	0	T	6623
F	CN4711500000000	Marion County, TN	0	T	6624
F	CN4711700000000	Marshall County, TN	0	T	6625
F	CN4711900000000	Maury County, TN	0	T	6626
F	CN4712100000000	Meigs County, TN	0	T	6627
F	CN4712300000000	Monroe County, TN	0	T	6628
F	CN4712500000000	Montgomery County, TN	0	T	6629
F	CN4712700000000	Moore County, TN	0	T	6630
F	CN4712900000000	Morgan County, TN	0	T	6631
F	CN4713100000000	Obion County, TN	0	T	6632
F	CN4713300000000	Overton County, TN	0	T	6633
F	CN4713500000000	Perry County, TN	0	T	6634
F	CN4713700000000	Pickett County, TN	0	T	6635
F	CN4713900000000	Polk County, TN	0	T	6636
F	CN4714100000000	Putnam County, TN	0	T	6637
F	CN4714300000000	Rhea County, TN	0	T	6638
F	CN4714500000000	Roane County, TN	0	T	6639
F	CN4714700000000	Robertson County, TN	0	T	6640
F	CN4714900000000	Rutherford County, TN	0	T	6641
F	CN4715100000000	Scott County, TN	0	T	6642
F	CN4715300000000	Sequatchie County, TN	0	T	6643
F	CN4715500000000	Sevier County, TN	0	T	6644
F	CN4715700000000	Shelby County, TN	0	T	6645
F	CN4715900000000	Smith County, TN	0	T	6646
F	CN4716100000000	Stewart County, TN	0	T	6647
F	CN4716300000000	Sullivan County, TN	0	T	6648
F	CN4716500000000	Sumner County, TN	0	T	6649
F	CN4716700000000	Tipton County, TN	0	T	6650
F	CN4716900000000	Trousdale County, TN	0	T	6651
F	CN4717100000000	Unicoi County, TN	0	T	6652
F	CN4717300000000	Union County, TN	0	T	6653
F	CN4717500000000	Van Buren County, TN	0	T	6654
F	CN4717700000000	Warren County, TN	0	T	6655
F	CN4717900000000	Washington County, TN	0	T	6656
F	CN4718100000000	Wayne County, TN	0	T	6657
F	CN4718300000000	Weakley County, TN	0	T	6658
F	CN4718500000000	White County, TN	0	T	6659
F	CN4718700000000	Williamson County, TN	0	T	6660
F	CN4718900000000	Wilson County, TN	0	T	6661
F	CN5000100000000	Addison County, VT	0	T	7342
F	CN5000300000000	Bennington County, VT	0	T	7343
F	CN5000500000000	Caledonia County, VT	0	T	7344
F	CN5000700000000	Chittenden County, VT	0	T	7345
F	CN5000900000000	Essex County, VT	0	T	7346
F	CN5001100000000	Franklin County, VT	0	T	7347
F	CN5001300000000	Grand Isle County, VT	0	T	7348
F	CN5001500000000	Lamoille County, VT	0	T	7349
F	CN5001700000000	Orange County, VT	0	T	7350
F	CN5001900000000	Orleans County, VT	0	T	7351
F	CN5002100000000	Rutland County, VT	0	T	7352
F	CN5002300000000	Washington County, VT	0	T	7353
F	CN5002500000000	Windham County, VT	0	T	7354
F	CN5002700000000	Windsor County, VT	0	T	7355
F	CN5100100000000	Accomack County, VA	0	T	7639
F	CN5100300000000	Albemarle County, VA	0	T	7640
F	CN5100500000000	Alleghany County, VA	0	T	7641
F	CN5100700000000	Amelia County, VA	0	T	7642
F	CN5100900000000	Amherst County, VA	0	T	7643
F	CN5101100000000	Appomattox County, VA	0	T	7644
F	CN5101300000000	Arlington County, VA	0	T	7645
F	CN5101500000000	Augusta County, VA	0	T	7646
F	CN5101700000000	Bath County, VA	0	T	7647
F	CN5101900000000	Bedford County, VA	0	T	7648
F	CN5102100000000	Bland County, VA	0	T	7649
F	CN5102300000000	Botetourt County, VA	0	T	7650
F	CN5102500000000	Brunswick County, VA	0	T	7651
F	CN5102700000000	Buchanan County, VA	0	T	7652
F	CN5102900000000	Buckingham County, VA	0	T	7653
F	CN5103100000000	Campbell County, VA	0	T	7654
F	CN5103300000000	Caroline County, VA	0	T	7655
F	CN5103500000000	Carroll County, VA	0	T	7656
F	CN5103600000000	Charles City County, VA	0	T	7657
F	CN5103700000000	Charlotte County, VA	0	T	7658
F	CN5104100000000	Chesterfield County, VA	0	T	7659
F	CN5104300000000	Clarke County, VA	0	T	7660
F	CN5104500000000	Craig County, VA	0	T	7661
F	CN5104700000000	Culpeper County, VA	0	T	7662
F	CN5104900000000	Cumberland County, VA	0	T	7663
F	CN5105100000000	Dickenson County, VA	0	T	7664
F	CN5105300000000	Dinwiddie County, VA	0	T	7665
F	CN5105700000000	Essex County, VA	0	T	7666
F	CN5105900000000	Fairfax County, VA	0	T	7667
F	CN5106100000000	Fauquier County, VA	0	T	7668
F	CN5106300000000	Floyd County, VA	0	T	7669
F	CN5106500000000	Fluvanna County, VA	0	T	7670
F	CN5106700000000	Franklin County, VA	0	T	7671
F	CN5106900000000	Frederick County, VA	0	T	7672
F	CN5107100000000	Giles County, VA	0	T	7673
F	CN5107300000000	Gloucester County, VA	0	T	7674
F	CN5107500000000	Goochland County, VA	0	T	7675
F	CN5107700000000	Grayson County, VA	0	T	7676
F	CN5107900000000	Greene County, VA	0	T	7677
F	CN5108100000000	Greensville County, VA	0	T	7678
F	CN5108300000000	Halifax County, VA	0	T	7679
F	CN5108500000000	Hanover County, VA	0	T	7680
F	CN5108700000000	Henrico County, VA	0	T	7681
F	CN5108900000000	Henry County, VA	0	T	7682
F	CN5109100000000	Highland County, VA	0	T	7683
F	CN5109300000000	Isle of Wight County, VA	0	T	7684
F	CN5109500000000	James City County, VA	0	T	7685
F	CN5109700000000	King and Queen County, VA	0	T	7686
F	CN5109900000000	King George County, VA	0	T	7687
F	CN5110100000000	King William County, VA	0	T	7688
F	CN5110300000000	Lancaster County, VA	0	T	7689
F	CN5110500000000	Lee County, VA	0	T	7690
F	CN5110700000000	Loudoun County, VA	0	T	7691
F	CN5110900000000	Louisa County, VA	0	T	7692
F	CN5111100000000	Lunenburg County, VA	0	T	7693
F	CN5111300000000	Madison County, VA	0	T	7694
F	CN5111500000000	Mathews County, VA	0	T	7695
F	CN5111700000000	Mecklenburg County, VA	0	T	7696
F	CN5111900000000	Middlesex County, VA	0	T	7697
F	CN5112100000000	Montgomery County, VA	0	T	7698
F	CN5112500000000	Nelson County, VA	0	T	7699
F	CN5112700000000	New Kent County, VA	0	T	7700
F	CN5113100000000	Northampton County, VA	0	T	7701
F	CN5113300000000	Northumberland County, VA	0	T	7702
F	CN5113500000000	Nottoway County, VA	0	T	7703
F	CN5113700000000	Orange County, VA	0	T	7704
F	CN5113900000000	Page County, VA	0	T	7705
F	CN5114100000000	Patrick County, VA	0	T	7706
F	CN5114300000000	Pittsylvania County, VA	0	T	7707
F	CN5114500000000	Powhatan County, VA	0	T	7708
F	CN5114700000000	Prince Edward County, VA	0	T	7709
F	CN5114900000000	Prince George County, VA	0	T	7710
F	CN5115300000000	Prince William County, VA	0	T	7711
F	CN5115500000000	Pulaski County, VA	0	T	7712
F	CN5115700000000	Rappahannock County, VA	0	T	7713
F	CN5115900000000	Richmond County, VA	0	T	7714
F	CN5116100000000	Roanoke County, VA	0	T	7715
F	CN5116300000000	Rockbridge County, VA	0	T	7716
F	CN5116500000000	Rockingham County, VA	0	T	7717
F	CN5116700000000	Russell County, VA	0	T	7718
F	CN5116900000000	Scott County, VA	0	T	7719
F	CN5117100000000	Shenandoah County, VA	0	T	7720
F	CN5117300000000	Smyth County, VA	0	T	7721
F	CN5117500000000	Southampton County, VA	0	T	7722
F	CN5117700000000	Spotsylvania County, VA	0	T	7723
F	CN5117900000000	Stafford County, VA	0	T	7724
F	CN5118100000000	Surry County, VA	0	T	7725
F	CN5118300000000	Sussex County, VA	0	T	7726
F	CN5118500000000	Tazewell County, VA	0	T	7727
F	CN5118700000000	Warren County, VA	0	T	7728
F	CN5119100000000	Washington County, VA	0	T	7729
F	CN5119300000000	Westmoreland County, VA	0	T	7730
F	CN5119500000000	Wise County, VA	0	T	7731
F	CN5119700000000	Wythe County, VA	0	T	7732
F	CN5119900000000	York County, VA	0	T	7733
F	CN5151000000000	Alexandria city, VA	0	T	7734
F	CN5152000000000	Bristol city, VA	0	T	7735
F	CN5153000000000	Buena Vista city, VA	0	T	7736
F	CN5154000000000	Charlottesville city, VA	0	T	7737
F	CN5155000000000	Chesapeake city, VA	0	T	7738
F	CN5157000000000	Colonial Heights city, VA	0	T	7739
F	CN5158000000000	Covington city, VA	0	T	7740
F	CN5159000000000	Danville city, VA	0	T	7741
F	CN5159500000000	Emporia city, VA	0	T	7742
F	CN5160000000000	Fairfax city, VA	0	T	7743
F	CN5161000000000	Falls Church city, VA	0	T	7744
F	CN5162000000000	Franklin city, VA	0	T	7745
F	CN5163000000000	Fredericksburg city, VA	0	T	7746
F	CN5164000000000	Galax city, VA	0	T	7747
F	CN5165000000000	Hampton city, VA	0	T	7748
F	CN5166000000000	Harrisonburg city, VA	0	T	7749
F	CN5167000000000	Hopewell city, VA	0	T	7750
F	CN5167800000000	Lexington city, VA	0	T	7751
F	CN5168000000000	Lynchburg city, VA	0	T	7752
F	CN5168300000000	Manassas city, VA	0	T	7753
F	CN5168500000000	Manassas Park city, VA	0	T	7754
F	CN5169000000000	Martinsville city, VA	0	T	7755
F	CN5170000000000	Newport News city, VA	0	T	7756
F	CN5171000000000	Norfolk city, VA	0	T	7757
F	CN5172000000000	Norton city, VA	0	T	7758
F	CN5173000000000	Petersburg city, VA	0	T	7759
F	CN5173500000000	Poquoson city, VA	0	T	7760
F	CN5174000000000	Portsmouth city, VA	0	T	7761
F	CN5175000000000	Radford city, VA	0	T	7762
F	CN5176000000000	Richmond city, VA	0	T	7763
F	CN5177000000000	Roanoke city, VA	0	T	7764
F	CN5177500000000	Salem city, VA	0	T	7765
F	CN5179000000000	Staunton city, VA	0	T	7766
F	CN5180000000000	Suffolk city, VA	0	T	7767
F	CN5181000000000	Virginia Beach city, VA	0	T	7768
F	CN5182000000000	Waynesboro city, VA	0	T	7769
F	CN5183000000000	Williamsburg city, VA	0	T	7770
F	CN5184000000000	Winchester city, VA	0	T	7771
F	CN5300100000000	Adams County, WA	0	T	7850
F	CN5300300000000	Asotin County, WA	0	T	7851
F	CN5300500000000	Benton County, WA	0	T	7852
F	CN5300700000000	Chelan County, WA	0	T	7853
F	CN5300900000000	Clallam County, WA	0	T	7854
F	CN5301100000000	Clark County, WA	0	T	7855
F	CN5301300000000	Columbia County, WA	0	T	7856
F	CN5301500000000	Cowlitz County, WA	0	T	7857
F	CN5301700000000	Douglas County, WA	0	T	7858
F	CN5301900000000	Ferry County, WA	0	T	7859
F	CN5302100000000	Franklin County, WA	0	T	7860
F	CN5302300000000	Garfield County, WA	0	T	7861
F	CN5302500000000	Grant County, WA	0	T	7862
F	CN5302700000000	Grays Harbor County, WA	0	T	7863
F	CN5302900000000	Island County, WA	0	T	7864
F	CN5303100000000	Jefferson County, WA	0	T	7865
F	CN5303300000000	King County, WA	0	T	7866
F	CN5303500000000	Kitsap County, WA	0	T	7867
F	CN5303700000000	Kittitas County, WA	0	T	7868
F	CN5303900000000	Klickitat County, WA	0	T	7869
F	CN5304100000000	Lewis County, WA	0	T	7870
F	CN5304300000000	Lincoln County, WA	0	T	7871
F	CN5304500000000	Mason County, WA	0	T	7872
F	CN5304700000000	Okanogan County, WA	0	T	7873
F	CN5304900000000	Pacific County, WA	0	T	7874
F	CN5305100000000	Pend Oreille County, WA	0	T	7875
F	CN5305300000000	Pierce County, WA	0	T	7876
F	CN5305500000000	San Juan County, WA	0	T	7877
F	CN5305700000000	Skagit County, WA	0	T	7878
F	CN5305900000000	Skamania County, WA	0	T	7879
F	CN5306100000000	Snohomish County, WA	0	T	7880
F	CN5306300000000	Spokane County, WA	0	T	7881
F	CN5306500000000	Stevens County, WA	0	T	7882
F	CN5306700000000	Thurston County, WA	0	T	7883
F	CN5306900000000	Wahkiakum County, WA	0	T	7884
F	CN5307100000000	Walla Walla County, WA	0	T	7885
F	CN5307300000000	Whatcom County, WA	0	T	7886
F	CN5307500000000	Whitman County, WA	0	T	7887
F	CN5307700000000	Yakima County, WA	0	T	7888
F	CN5400100000000	Barbour County, WV	0	T	7954
F	CN5400300000000	Berkeley County, WV	0	T	7955
F	CN5400500000000	Boone County, WV	0	T	7956
F	CN5400700000000	Braxton County, WV	0	T	7957
F	CN5400900000000	Brooke County, WV	0	T	7958
F	CN5401100000000	Cabell County, WV	0	T	7959
F	CN5401300000000	Calhoun County, WV	0	T	7960
F	CN5401500000000	Clay County, WV	0	T	7961
F	CN5401700000000	Doddridge County, WV	0	T	7962
F	CN5401900000000	Fayette County, WV	0	T	7963
F	CN5402100000000	Gilmer County, WV	0	T	7964
F	CN5402300000000	Grant County, WV	0	T	7965
F	CN5402500000000	Greenbrier County, WV	0	T	7966
F	CN5402700000000	Hampshire County, WV	0	T	7967
F	CN5402900000000	Hancock County, WV	0	T	7968
F	CN5403100000000	Hardy County, WV	0	T	7969
F	CN5403300000000	Harrison County, WV	0	T	7970
F	CN5403500000000	Jackson County, WV	0	T	7971
F	CN5403700000000	Jefferson County, WV	0	T	7972
F	CN5403900000000	Kanawha County, WV	0	T	7973
F	CN5404100000000	Lewis County, WV	0	T	7974
F	CN5404300000000	Lincoln County, WV	0	T	7975
F	CN5404500000000	Logan County, WV	0	T	7976
F	CN5404700000000	McDowell County, WV	0	T	7977
F	CN5404900000000	Marion County, WV	0	T	7978
F	CN5405100000000	Marshall County, WV	0	T	7979
F	CN5405300000000	Mason County, WV	0	T	7980
F	CN5405500000000	Mercer County, WV	0	T	7981
F	CN5405700000000	Mineral County, WV	0	T	7982
F	CN5405900000000	Mingo County, WV	0	T	7983
F	CN5406100000000	Monongalia County, WV	0	T	7984
F	CN5406300000000	Monroe County, WV	0	T	7985
F	CN5406500000000	Morgan County, WV	0	T	7986
F	CN5406700000000	Nicholas County, WV	0	T	7987
F	CN5406900000000	Ohio County, WV	0	T	7988
F	CN5407100000000	Pendleton County, WV	0	T	7989
F	CN5407300000000	Pleasants County, WV	0	T	7990
F	CN5407500000000	Pocahontas County, WV	0	T	7991
F	CN5407700000000	Preston County, WV	0	T	7992
F	CN5407900000000	Putnam County, WV	0	T	7993
F	CN5408100000000	Raleigh County, WV	0	T	7994
F	CN5408300000000	Randolph County, WV	0	T	7995
F	CN5408500000000	Ritchie County, WV	0	T	7996
F	CN5408700000000	Roane County, WV	0	T	7997
F	CN5408900000000	Summers County, WV	0	T	7998
F	CN5409100000000	Taylor County, WV	0	T	7999
F	CN5409300000000	Tucker County, WV	0	T	8000
F	CN5409500000000	Tyler County, WV	0	T	8001
F	CN5409700000000	Upshur County, WV	0	T	8002
F	CN5409900000000	Wayne County, WV	0	T	8003
F	CN5410100000000	Webster County, WV	0	T	8004
F	CN5410300000000	Wetzel County, WV	0	T	8005
F	CN5410500000000	Wirt County, WV	0	T	8006
F	CN5410700000000	Wood County, WV	0	T	8007
F	CN5410900000000	Wyoming County, WV	0	T	8008
